"Protein Group","Top","Accession","Significance","Coverage (%)","#Peptides","#Unique","PTM","HC1 Area","HC2 Area","HC3 Area","CHB1 Area","CHB2 Area","CHB3 Area","LC1 Area","LC2 Area","LC3 Area","HCC1 Area","HCC2 Area","HCC3 Area","Sample Profile (Ratio)","HC Area","CHB Area","LC Area","HCC Area","Group Profile (Ratio)","Avg. Mass","Description"
2053,true,"Q9P266|JCAD_HUMAN",12.96,0.96,1,1,"",0.0,0.0,936.4296,1002.46344,450.60956,545.5665,1136.1271,712.1372,942.2124,1303.8373,1420.1611,1716.8503,0.00:0.00:1.11:1.18:0.53:0.64:1.34:0.84:1.11:1.54:1.68:2.03,936.4296,666.2132,930.1589,1480.283,0.93:0.66:0.93:1.48,148351,"Junctional protein associated with coronary artery disease OS=Homo sapiens OX=9606 GN=JCAD PE=1 SV=3"
2161,true,"Q8NEZ5|FBX22_HUMAN",28.56,3.47,1,1,"",18234.385,7510.8066,10864.072,614.354,2682.4517,1696.1647,990.2227,1708.2878,830.40857,1624.8739,1225.5428,1980.8783,4.38:1.80:2.61:0.15:0.64:0.41:0.24:0.41:0.20:0.39:0.29:0.48,12203.088,1664.3235,1176.3064,1610.4316,2.93:0.40:0.28:0.39,44508,"F-box only protein 22 OS=Homo sapiens OX=9606 GN=FBXO22 PE=1 SV=1"
2005,true,"Q5TGS1|HES3_HUMAN",0.17,5.38,1,1,"",5140.4365,1492.2654,0.0,9219.674,0.0,437.77936,16860.246,664.058,1217.6322,4127.066,1220.7478,600.4582,1.51:0.44:0.00:2.70:0.00:0.13:4.94:0.19:0.36:1.21:0.36:0.18,3316.351,4828.7266,6247.312,1982.7573,0.81:1.18:1.53:0.48,19968,"Transcription factor HES-3 OS=Homo sapiens OX=9606 GN=HES3 PE=3 SV=1"
1302,true,"O14640|DVL1_HUMAN",30.48,2.16,1,1,"Acetylation (Protein N-term); Oxidation (M)",28429.143,29661.42,24320.877,368.4598,0.0,0.0,15261.912,9731.283,18317.695,20804.945,25443.793,29668.982,1.69:1.76:1.44:0.02:0.00:0.00:0.91:0.58:1.09:1.24:1.51:1.76,27470.48,368.4598,14436.964,25305.906,1.63:0.02:0.85:1.50,75187,"Segment polarity protein dishevelled homolog DVL-1 OS=Homo sapiens OX=9606 GN=DVL1 PE=1 SV=2"
545,true,"P16070|CD44_HUMAN",6.61,2.96,2,2,"Carbamidomethylation",1831.4703,2142.5244,1367.0045,1436.5126,906.4567,539.9263,765.38,1220.6683,1591.6891,0.0,1031.7195,1240.315,1.56:1.83:1.17:1.22:0.77:0.46:0.65:1.04:1.36:0.00:0.88:1.06,1780.3331,960.9652,1192.5791,1136.0172,1.40:0.76:0.94:0.90,81538,"CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3"
208,true,"A0A0C4DH29|HV103_HUMAN",8.49,17.09,8,3,"",13793.923,10872.225,11610.399,9318.184,6992.2495,7265.993,8090.983,8242.406,7807.7295,6439.697,13797.394,12896.98,1.41:1.11:1.19:0.95:0.72:0.74:0.83:0.84:0.80:0.66:1.41:1.32,12092.183,7858.8086,8047.0396,11044.69,1.24:0.81:0.82:1.13,13008,"Immunoglobulin heavy variable 1-3 OS=Homo sapiens OX=9606 GN=IGHV1-3 PE=3 SV=1"
376,true,"Q14517|FAT1_HUMAN",20.05,0.46,2,2,"",52999.96,62173.113,59221.152,61350.25,60544.68,63623.91,34940.7,14016.611,36628.637,3495.7473,21911.834,12011.297,1.32:1.54:1.47:1.52:1.50:1.58:0.87:0.35:0.91:0.09:0.54:0.30,58131.41,61839.613,28528.648,12472.959,1.44:1.54:0.71:0.31,506273,"Protocadherin Fat 1 OS=Homo sapiens OX=9606 GN=FAT1 PE=1 SV=2"
988,true,"Q9Y450|HBS1L_HUMAN",46.66,1.02,1,1,"",5819.612,5165.983,5806.485,5787.567,5430.5625,5412.1646,3600.6753,4130.788,2814.754,1670.3839,937.5773,1020.69183,1.47:1.30:1.46:1.46:1.37:1.36:0.91:1.04:0.71:0.42:0.24:0.26,5597.36,5543.431,3515.4058,1209.551,1.41:1.40:0.89:0.30,75473,"HBS1-like protein OS=Homo sapiens OX=9606 GN=HBS1L PE=1 SV=1"
194,true,"P00488|F13A_HUMAN",23.61,10.66,5,5,"Carbamidomethylation",33199.918,29300.7,17466.996,5304.4297,6312.8394,5042.9155,4321.99,4258.749,1682.6179,52514.453,12220.475,10840.455,2.18:1.93:1.15:0.35:0.42:0.33:0.28:0.28:0.11:3.45:0.80:0.71,26655.871,5553.3945,4176.0977,28424.24,1.65:0.34:0.26:1.75,83268,"Coagulation factor XIII A chain OS=Homo sapiens OX=9606 GN=F13A1 PE=1 SV=5"
1792,true,"Q9H330|TM245_HUMAN",9.25,1.02,1,1,"",1040.8583,991.6218,0.0,472.14362,2503.0574,1911.4742,636.78986,0.0,0.0,0.0,548.6335,0.0,1.54:1.47:0.00:0.70:3.71:2.83:0.94:0.00:0.00:0.00:0.81:0.00,1016.24005,1628.8917,636.78986,548.6335,1.06:1.70:0.66:0.57,97357,"Transmembrane protein 245 OS=Homo sapiens OX=9606 GN=TMEM245 PE=1 SV=3"
1917,true,"Q5VVW2|GARL3_HUMAN",11.96,1.68,1,1,"",39930.17,29388.123,32359.85,38415.31,60867.652,39582.535,30173.586,82870.336,57308.6,67126.7,69907.555,100889.21,0.74:0.54:0.60:0.71:1.13:0.73:0.56:1.53:1.06:1.24:1.29:1.87,33892.715,46288.5,56784.176,79307.82,0.63:0.86:1.05:1.47,112852,"GTPase-activating Rap/Ran-GAP domain-like protein 3 OS=Homo sapiens OX=9606 GN=GARNL3 PE=2 SV=2"
855,true,"Q9UMY1|NOL7_HUMAN",18.77,3.89,1,1,"Acetylation (Protein N-term)",4716.0166,2896.526,4652.4717,7329.0015,9539.88,9126.385,13290.845,6422.306,9520.865,6844.427,8633.495,10633.788,0.60:0.37:0.60:0.94:1.22:1.17:1.70:0.82:1.22:0.88:1.11:1.36,4088.3381,8665.089,9744.672,8703.903,0.52:1.11:1.25:1.12,29426,"Nucleolar protein 7 OS=Homo sapiens OX=9606 GN=NOL7 PE=1 SV=2"
1804,true,"Q6ZP01|RBM44_HUMAN",12.11,0.76,1,1,"",3533.6035,6382.0586,1104.1215,772.2537,518.6898,840.8357,0.0,1362.955,1462.1923,1698.2493,1092.0612,1199.166,2.12:3.84:0.66:0.46:0.31:0.51:0.00:0.82:0.88:1.02:0.66:0.72,3673.2612,710.5931,1412.5736,1329.8254,2.06:0.40:0.79:0.75,117985,"RNA-binding protein 44 OS=Homo sapiens OX=9606 GN=RBM44 PE=2 SV=4"
119,true,"Q16610|ECM1_HUMAN",13.31,35.93,14,14,"Carbamidomethylation",12109.758,12068.374,12587.11,13089.22,14928.848,16070.09,13630.329,14986.342,10966.783,12198.26,9019.508,10074.578,0.96:0.95:1.00:1.04:1.18:1.27:1.08:1.19:0.87:0.96:0.71:0.80,12255.081,14696.053,13194.484,10900.582,0.96:1.15:1.03:0.85,60674,"Extracellular matrix protein 1 OS=Homo sapiens OX=9606 GN=ECM1 PE=1 SV=2"
69,true,"Q06033|ITIH3_HUMAN",12.64,39.21,33,33,"",51000.906,51808.797,46648.633,40830.07,44211.207,45016.77,48512.07,39120.07,45612.047,46458.03,64575.57,65352.9,1.04:1.06:0.95:0.83:0.90:0.92:0.99:0.80:0.93:0.95:1.32:1.33,49819.445,43352.684,44414.73,58795.496,1.01:0.88:0.90:1.20,99849,"Inter-alpha-trypsin inhibitor heavy chain H3 OS=Homo sapiens OX=9606 GN=ITIH3 PE=1 SV=2"
454,true,"P02533|K1C14_HUMAN",105.41,3.39,2,1,"Oxidation (M)",54144.66,55561.316,58903.18,4726.5635,5441.247,5935.8296,4097.183,4037.717,4404.954,76386.266,71236.88,77486.88,1.54:1.58:1.67:0.13:0.15:0.17:0.12:0.11:0.13:2.17:2.02:2.20,56203.05,5367.88,4179.951,75036.68,1.60:0.15:0.12:2.13,51561,"Keratin, type I cytoskeletal 14 OS=Homo sapiens OX=9606 GN=KRT14 PE=1 SV=4"
1076,true,"P41162|ETV3_HUMAN",10.22,1.76,1,1,"",433.00604,16857.174,16130.554,1156.2577,682.48676,2300.0747,1251.3545,928.97375,3012.2114,17357.34,11657.0625,14494.665,0.06:2.35:2.24:0.16:0.09:0.32:0.17:0.13:0.42:2.41:1.62:2.02,11140.244,1379.6064,1730.8466,14503.022,1.55:0.19:0.24:2.02,57001,"ETS translocation variant 3 OS=Homo sapiens OX=9606 GN=ETV3 PE=1 SV=2"
26,true,"P02679|FIBG_HUMAN",93.43,63.58,45,45,"Carbamidomethylation; Oxidation (M)",14649.93,19896.688,11688.229,1915368.2,2120930.5,2183991.2,1442879.8,1493045.0,1449738.2,14272.15,14004.027,9435.243,0.02:0.02:0.02:2.15:2.38:2.45:1.62:1.68:1.63:0.02:0.02:0.02,15411.615,2073429.9,1461887.6,12570.474,0.02:2.33:1.64:0.02,51512,"Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=3"
1806,true,"Q3V5L5|MGT5B_HUMAN",5.34,1.52,1,1,"",6154.5107,6310.936,4742.1167,3938.7825,3591.8464,3991.493,4048.5205,6793.439,2712.2869,4185.209,3752.353,4428.2397,1.35:1.39:1.04:0.86:0.79:0.88:0.89:1.49:0.60:0.92:0.82:0.97,5735.8545,3840.7073,4518.082,4121.934,1.26:0.84:0.99:0.91,89535,"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B OS=Homo sapiens OX=9606 GN=MGAT5B PE=1 SV=2"
1204,true,"Q8TCU5|NMD3A_HUMAN",5.51,0.90,1,1,"",1306.2415,3185.74,2649.949,3486.807,6184.9893,2904.0334,3963.8086,4076.0977,3414.5654,0.0,4463.3394,2521.273,0.41:1.00:0.83:1.10:1.95:0.91:1.25:1.28:1.07:0.00:1.40:0.79,2380.6436,4191.9434,3818.1572,3492.3062,0.69:1.21:1.10:1.01,125465,"Glutamate receptor ionotropic, NMDA 3A OS=Homo sapiens OX=9606 GN=GRIN3A PE=1 SV=2"
36,true,"P04003|C4BPA_HUMAN",0.20,72.70,66,66,"Carbamidomethylation",235120.12,457833.78,190349.97,242089.2,318418.7,258693.1,607896.3,150063.38,161446.86,150787.23,453109.88,462574.75,0.76:1.49:0.62:0.79:1.04:0.84:1.98:0.49:0.53:0.49:1.47:1.50,294434.62,273067.0,307044.1,355820.2,0.96:0.89:1.00:1.16,67033,"C4b-binding protein alpha chain OS=Homo sapiens OX=9606 GN=C4BPA PE=1 SV=2"
122,true,"P01703|LV140_HUMAN",8.75,56.78,22,10,"Carbamidomethylation",36963.863,39910.67,40782.145,31753.186,41137.598,31606.627,47494.223,44839.63,46666.96,38188.15,42161.203,26105.592,0.95:1.02:1.05:0.81:1.06:0.81:1.22:1.15:1.20:0.98:1.08:0.67,39218.89,34832.47,46333.605,35484.98,1.01:0.89:1.19:0.91,12302,"Immunoglobulin lambda variable 1-40 OS=Homo sapiens OX=9606 GN=IGLV1-40 PE=1 SV=2"
161,true,"Q15582|BGH3_HUMAN",0.56,18.89,10,10,"Carbamidomethylation",2654.868,59758.297,6379.038,4280.0923,6356.1763,33058.992,8167.8896,4720.1367,4289.7114,3490.9448,89353.04,6529.014,0.14:3.13:0.33:0.22:0.33:1.73:0.43:0.25:0.22:0.18:4.68:0.34,22930.734,14565.087,5725.9126,33124.332,1.20:0.76:0.30:1.74,74681,"Transforming growth factor-beta-induced protein ig-h3 OS=Homo sapiens OX=9606 GN=TGFBI PE=1 SV=1"
172,true,"P00740|FA9_HUMAN",37.18,24.51,10,9,"Carbamidomethylation",9938.898,11591.009,15932.098,11805.516,11047.763,11847.303,5724.6914,5080.3975,4865.76,10026.964,9796.5205,8740.736,1.02:1.19:1.64:1.22:1.14:1.22:0.59:0.52:0.50:1.03:1.01:0.90,12487.334,11566.86,5223.616,9521.406,1.29:1.19:0.54:0.98,51778,"Coagulation factor IX OS=Homo sapiens OX=9606 GN=F9 PE=1 SV=2"
764,true,"Q8N6T3|ARFG1_HUMAN",3.02,2.71,1,1,"",7614.9214,8662.692,1536.7059,12011.345,11743.377,32043.375,2982.924,30143.625,43557.465,3208.726,28230.006,38236.293,0.42:0.47:0.08:0.66:0.64:1.75:0.16:1.64:2.38:0.18:1.54:2.09,5938.1064,18599.365,25561.338,23225.008,0.32:1.01:1.39:1.27,44668,"ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=2"
1636,true,"P30039|PBLD_HUMAN",3.21,5.90,1,1,"",24807.879,41414.816,20795.361,54116.332,11532.342,54185.53,38348.12,126687.336,61309.773,14937.908,50533.35,68992.94,0.52:0.88:0.44:1.14:0.24:1.15:0.81:2.68:1.30:0.32:1.07:1.46,29006.02,39944.734,75448.41,44821.4,0.61:0.84:1.59:0.95,31785,"Phenazine biosynthesis-like domain-containing protein OS=Homo sapiens OX=9606 GN=PBLD PE=1 SV=2"
1086,true,"Q99684|GFI1_HUMAN",8.85,2.13,1,1,"",624.4933,3105.4814,2071.9297,1334.1654,1889.2606,2685.8967,2737.824,3855.3538,4556.4033,0.0,4096.0244,5339.2705,0.23:1.15:0.77:0.50:0.70:1.00:1.02:1.43:1.69:0.00:1.52:1.98,1933.9681,1969.7743,3716.527,4717.6475,0.63:0.64:1.20:1.53,45297,"Zinc finger protein Gfi-1 OS=Homo sapiens OX=9606 GN=GFI1 PE=1 SV=2"
1508,true,"Q9H013|ADA19_HUMAN",16.20,2.09,1,1,"Carbamidomethylation",20599.428,30534.555,33515.887,37335.055,30515.918,40103.44,15949.512,22068.66,10319.875,26015.66,29413.98,44503.07,0.73:1.07:1.18:1.31:1.07:1.41:0.56:0.78:0.36:0.92:1.04:1.57,28216.623,35984.805,16112.683,33310.902,0.99:1.27:0.57:1.17,104997,"Disintegrin and metalloproteinase domain-containing protein 19 OS=Homo sapiens OX=9606 GN=ADAM19 PE=1 SV=3"
1437,true,"O15230|LAMA5_HUMAN",15.40,0.49,1,1,"Carbamidomethylation",3483.6125,2212.801,1770.5576,2067.5278,1780.1287,1855.2659,1432.2643,758.0436,1045.2418,1594.9762,1318.1552,791.8062,2.08:1.32:1.06:1.23:1.06:1.11:0.85:0.45:0.62:0.95:0.79:0.47,2488.9905,1900.9741,1078.5166,1234.9792,1.49:1.13:0.64:0.74,399737,"Laminin subunit alpha-5 OS=Homo sapiens OX=9606 GN=LAMA5 PE=1 SV=8"
125,true,"P01780|HV307_HUMAN",21.72,13.68,13,2,"",71902.07,77254.57,80437.84,62063.062,62409.336,59103.242,53930.01,65976.414,48861.97,70169.47,70335.56,72165.28,1.09:1.17:1.21:0.94:0.94:0.89:0.81:1.00:0.74:1.06:1.06:1.09,76531.5,61191.883,56256.133,70890.11,1.16:0.92:0.85:1.07,12943,"Immunoglobulin heavy variable 3-7 OS=Homo sapiens OX=9606 GN=IGHV3-7 PE=1 SV=2"
312,true,"P00915|CAH1_HUMAN",18.75,26.82,5,5,"",3053.4219,1951.9635,2757.1638,4747.9463,4814.2036,6749.962,4430.789,5151.5913,3789.527,3590.2705,4255.5884,2568.9404,0.77:0.49:0.69:1.19:1.21:1.69:1.11:1.29:0.95:0.90:1.07:0.64,2889.1746,5437.3706,5015.152,4396.388,0.65:1.23:1.13:0.99,28870,"Carbonic anhydrase 1 OS=Homo sapiens OX=9606 GN=CA1 PE=1 SV=2"
1698,true,"O95365|ZBT7A_HUMAN",26.13,2.05,1,1,"Carbamidomethylation",3363.7302,2488.4512,3310.3691,1273.6033,1383.5005,1786.7078,1871.0192,938.02954,1530.7543,1089.4398,1171.6249,1058.1865,1.90:1.40:1.87:0.72:0.78:1.01:1.06:0.53:0.86:0.61:0.66:0.60,3054.1836,1481.2705,1446.601,1106.4171,1.72:0.84:0.82:0.62,61439,"Zinc finger and BTB domain-containing protein 7A OS=Homo sapiens OX=9606 GN=ZBTB7A PE=1 SV=1"
1671,true,"O60895|RAMP2_HUMAN",14.27,11.43,1,1,"",0.0,0.0,821.4889,2781.7095,2678.4897,2791.9216,3367.035,2853.4685,0.0,843.9819,986.5782,948.1254,0.00:0.00:0.55:1.85:1.78:1.85:2.24:1.89:0.00:0.56:0.66:0.63,821.4889,2750.707,3110.2517,926.2285,0.43:1.45:1.64:0.49,19608,"Receptor activity-modifying protein 2 OS=Homo sapiens OX=9606 GN=RAMP2 PE=1 SV=2"
444,true,"P01344|IGF2_HUMAN",25.65,13.89,2,2,"Carbamidomethylation",4207.2026,2327.5496,4067.6748,2454.7068,1733.0658,1570.3761,962.0936,589.409,0.0,1875.865,1574.4949,1467.7374,2.21:1.22:2.14:1.29:0.91:0.83:0.51:0.31:0.00:0.99:0.83:0.77,3534.1423,1919.3829,775.75134,1639.3657,1.80:0.98:0.39:0.83,20140,"Insulin-like growth factor II OS=Homo sapiens OX=9606 GN=IGF2 PE=1 SV=1"
367,true,"P17987|TCPA_HUMAN",10.09,6.12,1,1,"",420.47678,92003.55,25217.965,11552.191,1684.4565,2428.2627,3332.7603,0.0,0.0,0.0,2143.606,0.0,0.04:7.96:2.18:1.00:0.15:0.21:0.29:0.00:0.00:0.00:0.19:0.00,39213.996,5221.6367,3332.7603,2143.606,3.14:0.42:0.27:0.17,60344,"T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1"
432,true,"P80188|NGAL_HUMAN",3.21,10.61,1,1,"Carbamidomethylation",969.05273,2029.3739,977.4674,387.9291,1294.6727,1072.4545,1173.5612,587.5073,501.11453,908.02466,928.1283,1321.6914,0.96:2.00:0.97:0.38:1.28:1.06:1.16:0.58:0.49:0.90:0.92:1.31,1325.298,918.3521,754.06104,1052.6147,1.31:0.91:0.74:1.04,22588,"Neutrophil gelatinase-associated lipocalin OS=Homo sapiens OX=9606 GN=LCN2 PE=1 SV=2"
57,true,"P00736|C1R_HUMAN",9.83,55.60,43,42,"Carbamidomethylation",52601.125,93842.8,80363.78,41397.477,83415.06,77663.68,49536.336,35968.09,18991.12,71354.7,49310.285,43483.46,0.90:1.61:1.38:0.71:1.43:1.34:0.85:0.62:0.33:1.23:0.85:0.75,89352.555,77185.05,35213.477,73205.73,1.30:1.12:0.51:1.06,80119,"Complement C1r subcomponent OS=Homo sapiens OX=9606 GN=C1R PE=1 SV=2"
1220,true,"Q99729|ROAA_HUMAN",9.37,5.72,1,1,"",1256.0458,1861.6407,1182.3179,434.9806,585.30273,657.45233,630.8912,3695.3413,3744.398,0.0,977.40857,980.9951,0.94:1.40:0.89:0.33:0.44:0.49:0.47:2.77:2.81:0.00:0.73:0.74,1433.3348,559.24524,2690.2102,979.20184,1.01:0.40:1.90:0.69,36225,"Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=2"
1003,true,"Q03468|ERCC6_HUMAN",18.37,0.60,1,1,"",90609.984,158833.03,120477.11,128239.0,162840.06,136069.11,66062.76,71696.29,43129.727,23672.105,83117.625,44034.105,0.96:1.69:1.28:1.36:1.73:1.45:0.70:0.76:0.46:0.25:0.88:0.47,123306.71,142382.72,60296.258,50274.613,1.31:1.51:0.64:0.53,168416,"DNA excision repair protein ERCC-6 OS=Homo sapiens OX=9606 GN=ERCC6 PE=1 SV=1"
1361,true,"P53420|CO4A4_HUMAN",4.38,0.83,1,1,"",393.78336,3519.2336,783.7155,583.75055,526.023,559.7876,1207.8032,681.0017,1092.4177,3271.4243,1084.084,1063.9392,0.32:2.86:0.64:0.47:0.43:0.45:0.98:0.55:0.89:2.66:0.88:0.86,1565.5775,556.5204,993.7409,1806.4825,1.27:0.45:0.81:1.47,164038,"Collagen alpha-4(IV) chain OS=Homo sapiens OX=9606 GN=COL4A4 PE=1 SV=3"
1974,true,"Q9UMZ2|SYNRG_HUMAN",24.22,0.99,1,1,"",5219.3174,4817.7065,2117.877,10585.037,11152.406,10879.0,5610.048,6343.7964,6147.5166,4611.806,3250.574,3724.7698,0.84:0.78:0.34:1.71:1.80:1.75:0.90:1.02:0.99:0.74:0.52:0.60,4051.6335,10872.147,6033.787,3862.3833,0.65:1.75:0.97:0.62,140654,"Synergin gamma OS=Homo sapiens OX=9606 GN=SYNRG PE=1 SV=2"
1761,true,"Q5R372|RBG1L_HUMAN",10.93,1.10,1,1,"",0.0,2300.606,3203.954,5360.825,2871.2085,3335.3672,2797.2683,0.0,0.0,1191.7355,6033.925,4234.171,0.00:0.88:1.23:2.05:1.10:1.28:1.07:0.00:0.00:0.46:2.31:1.62,2752.28,3855.8003,2797.2683,3819.9438,0.83:1.17:0.85:1.16,92513,"Rab GTPase-activating protein 1-like OS=Homo sapiens OX=9606 GN=RABGAP1L PE=1 SV=1"
394,true,"Q92496|FHR4_HUMAN",6.54,3.98,2,2,"Carbamidomethylation",1690.7056,987.06134,1432.039,796.0767,659.2046,1350.4387,511.5582,546.5128,640.0162,608.6174,2285.648,585.1791,1.68:0.98:1.42:0.79:0.65:1.34:0.51:0.54:0.64:0.60:2.27:0.58,1369.9353,935.24,566.02905,1159.8148,1.36:0.93:0.56:1.15,65351,"Complement factor H-related protein 4 OS=Homo sapiens OX=9606 GN=CFHR4 PE=1 SV=3"
190,true,"P02655|APOC2_HUMAN",14.46,68.32,12,12,"Oxidation (M)",71811.67,120131.66,70865.01,44671.594,61528.293,54386.96,23228.799,38693.363,50292.457,52538.746,110627.05,86365.69,1.10:1.84:1.08:0.68:0.94:0.83:0.36:0.59:0.77:0.80:1.69:1.32,87602.78,53528.95,37404.875,83177.164,1.34:0.82:0.57:1.27,11284,"Apolipoprotein C-II OS=Homo sapiens OX=9606 GN=APOC2 PE=1 SV=1"
1309,true,"P48167|GLRB_HUMAN",10.27,3.42,1,1,"",8826.824,1735.8782,658.57874,4786.5376,1799.2559,1119.6816,27325.873,27857.309,34071.48,1078.1615,1162.8475,34944.508,0.73:0.14:0.05:0.40:0.15:0.09:2.26:2.30:2.81:0.09:0.10:2.88,3740.427,2568.4917,29751.555,12395.172,0.31:0.21:2.46:1.02,56122,"Glycine receptor subunit beta OS=Homo sapiens OX=9606 GN=GLRB PE=1 SV=1"
497,true,"Q9H8L6|MMRN2_HUMAN",21.24,2.85,2,2,"",378.66675,609.80566,823.79645,573.1659,553.26697,582.5402,5086.892,805.34766,683.04395,4747.5947,4756.6396,4328.122,0.19:0.31:0.41:0.29:0.28:0.29:2.55:0.40:0.34:2.38:2.39:2.17,604.0896,569.6577,2191.7612,4610.7856,0.30:0.29:1.10:2.31,104409,"Multimerin-2 OS=Homo sapiens OX=9606 GN=MMRN2 PE=1 SV=2"
1282,true,"Q5VYJ5|MALR1_HUMAN",14.50,0.37,1,1,"",8346.832,13205.236,6112.7183,6417.2363,6434.686,4894.409,1922.149,1475.139,1768.5223,0.0,7493.294,1160.1606,1.69:2.68:1.24:1.30:1.30:0.99:0.39:0.30:0.36:0.00:1.52:0.24,9221.596,5915.444,1721.9368,4326.7275,1.74:1.12:0.33:0.82,241008,"MAM and LDL-receptor class A domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MALRD1 PE=1 SV=4"
1499,true,"Q7Z417|NUFP2_HUMAN",16.29,1.87,1,1,"",1190.1696,770.4388,0.0,1518.3033,978.18915,1265.4178,2973.51,2359.5444,1288.1895,882.1167,614.1394,805.2396,0.98:0.63:0.00:1.24:0.80:1.04:2.44:1.93:1.06:0.72:0.50:0.66,980.3042,1253.9701,2207.0813,767.1652,0.75:0.96:1.69:0.59,76121,"Nuclear fragile X mental retardation-interacting protein 2 OS=Homo sapiens OX=9606 GN=NUFIP2 PE=1 SV=1"
1998,true,"P78563|RED1_HUMAN",14.40,1.21,1,1,"",3662.8909,3587.372,6015.8135,2903.2148,4135.3267,4595.952,8998.612,5802.0757,7950.123,4411.438,5087.404,6134.694,0.69:0.68:1.14:0.55:0.78:0.87:1.71:1.10:1.51:0.84:0.96:1.16,4422.0254,3878.1646,7583.6035,5211.1787,0.84:0.74:1.44:0.99,80763,"Double-stranded RNA-specific editase 1 OS=Homo sapiens OX=9606 GN=ADARB1 PE=1 SV=1"
132,true,"P04430|KV116_HUMAN",18.49,23.08,16,3,"",3037.3853,5416.4966,4797.789,3564.6099,1024.3885,2758.3906,5109.324,6211.1484,4004.7708,7209.056,9654.496,10249.257,0.58:1.03:0.91:0.68:0.20:0.53:0.97:1.18:0.76:1.37:1.84:1.95,4417.2236,2449.1296,5490.5117,9670.326,0.80:0.44:1.00:1.76,12618,"Immunoglobulin kappa variable 1-16 OS=Homo sapiens OX=9606 GN=IGKV1-16 PE=1 SV=2"
1238,true,"O75578|ITA10_HUMAN",18.74,1.03,1,1,"",39840.258,55519.508,41205.445,35290.332,48778.26,47234.016,26439.148,25651.223,20389.281,18427.49,31493.492,11884.078,1.19:1.66:1.23:1.05:1.46:1.41:0.79:0.77:0.61:0.55:0.94:0.35,45521.74,43767.535,24159.885,20601.688,1.36:1.31:0.72:0.61,127602,"Integrin alpha-10 OS=Homo sapiens OX=9606 GN=ITGA10 PE=2 SV=2"
75,true,"P08697|A2AP_HUMAN",35.40,46.64,28,28,"Carbamidomethylation",76281.62,95616.55,95156.33,134245.06,130238.12,121557.3,89348.42,94884.21,82012.91,77970.516,71031.74,66157.805,0.81:1.01:1.01:1.42:1.38:1.29:0.95:1.00:0.87:0.82:0.75:0.70,89018.164,128680.16,88748.516,71720.02,0.94:1.36:0.94:0.76,54566,"Alpha-2-antiplasmin OS=Homo sapiens OX=9606 GN=SERPINF2 PE=1 SV=3"
687,true,"P50548|ERF_HUMAN",13.15,4.56,2,2,"",29459.81,51864.773,42384.71,20089.47,34995.926,23044.389,44519.01,49139.645,29762.13,19267.24,21539.678,27548.18,0.90:1.58:1.29:0.61:1.07:0.70:1.36:1.50:0.91:0.59:0.66:0.84,41236.43,26043.262,41140.26,22785.033,1.26:0.79:1.25:0.69,58703,"ETS domain-containing transcription factor ERF OS=Homo sapiens OX=9606 GN=ERF PE=1 SV=2"
1927,true,"Q9P0U4|CXXC1_HUMAN",0.59,3.66,1,1,"Carbamidomethylation",820.6121,1641.2697,2206.045,996.49915,1371.0349,1384.9396,1047.2634,1475.1122,1124.8466,987.0497,1514.5863,1187.6166,0.62:1.25:1.68:0.76:1.04:1.05:0.80:1.12:0.86:0.75:1.15:0.90,1555.9756,1250.8246,1215.7407,1229.7509,1.18:0.95:0.93:0.94,75712,"CXXC-type zinc finger protein 1 OS=Homo sapiens OX=9606 GN=CXXC1 PE=1 SV=2"
1500,true,"Q9H4L4|SENP3_HUMAN",18.31,1.57,1,1,"Oxidation (M)",5947.952,6920.843,5449.755,5058.8276,4307.708,3815.3767,2787.333,4128.5977,4039.6606,4652.7573,4301.8774,4233.283,1.28:1.49:1.18:1.09:0.93:0.82:0.60:0.89:0.87:1.00:0.93:0.91,6106.183,4393.9707,3651.8638,4395.9727,1.32:0.95:0.79:0.95,65010,"Sentrin-specific protease 3 OS=Homo sapiens OX=9606 GN=SENP3 PE=1 SV=2"
2062,true,"Q9P2S6|ANKY1_HUMAN",22.30,1.49,1,1,"",393.87067,0.0,908.06903,2303.8928,2138.941,3098.4626,2979.8787,3323.979,1833.6713,1255.2789,1881.8092,1217.477,0.22:0.00:0.51:1.30:1.20:1.74:1.68:1.87:1.03:0.71:1.06:0.68,650.96985,2513.7654,2712.5098,1451.5217,0.36:1.37:1.48:0.79,105516,"Ankyrin repeat and MYND domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ANKMY1 PE=2 SV=2"
